NR_VOTAVEL,DS_CARGO,NM_VOTAVEL,QT_VOTOS
2899,DEPUTADO FEDERAL,CRISTIANO DA SILVA PEREIRA,141
2920,DEPUTADO FEDERAL,MARIA CORINA MELO,60
3000,DEPUTADO FEDERAL,FABIO MAIA OSTERMANN,25894
3030,DEPUTADO FEDERAL,MARCEL VAN HATTEM,256913
3033,DEPUTADO FEDERAL,FRANCIELE TAIS LINCK,3681
3038,DEPUTADO FEDERAL,HENRIQUE DE LIMA ZEILMANN,771
3055,DEPUTADO FEDERAL,CHARLES BERNHARD SCHULLE,1283
3070,DEPUTADO FEDERAL,SÃMILA PEREIRA MONTEIRO,6908
3655,DEPUTADO FEDERAL,KAROLAINE DIAS MEGGIATTO,106
4000,DEPUTADO FEDERAL,GILVANI DALL OGLIO,5463
4001,DEPUTADO FEDERAL,MARIA BEATRIZ SILVEIRA DE SOUZA,2408
4003,DEPUTADO FEDERAL,LAERCIO ZANCAN,3867
4004,DEPUTADO FEDERAL,LEO DA SILVA ALVES,552
4007,DEPUTADO FEDERAL,MARLI FERNANDES LIPERTE,373
4010,DEPUTADO FEDERAL,MARIA LUIZA OLIVEIRA LOOSE,1064
4011,DEPUTADO FEDERAL,LAURO ROBERTO LINDEMANN HAGEMANN,1598
4012,DEPUTADO FEDERAL,HEITOR JOSÃ SCHUCH,77616
4013,DEPUTADO FEDERAL,CASSIANO JORGE FONTANA,1096
4020,DEPUTADO FEDERAL,WAGNER PETRINI,7094
4022,DEPUTADO FEDERAL,ANANDA GRAZIELE QUADROS DA SILVA,654
4030,DEPUTADO FEDERAL,MARIO SANDER BRUCK,15280
4033,DEPUTADO FEDERAL,NEORILDO JOSE DASSI,756
4040,DEPUTADO FEDERAL,DALCISO EBERHARDT DE OLIVEIRA,38251
4041,DEPUTADO FEDERAL,ANA PAULA DUPUY PATELLA PASE,1909
4044,DEPUTADO FEDERAL,MARISA ELOIDES SCHWARZER,11329
4050,DEPUTADO FEDERAL,VICENTE PAULO DE OLIVEIRA SELISTRE,7176
4055,DEPUTADO FEDERAL,LUIS ANTONIO BENVEGNU,3521
4060,DEPUTADO FEDERAL,CARMEM ROSANE MORAIS ROVERÃ,917
4067,DEPUTADO FEDERAL,THAIS ALMARA QUINTANA,683
4070,DEPUTADO FEDERAL,SERGIO UBIRAJARA DA SILVA ROSA,1400
4080,DEPUTADO FEDERAL,JAIR RIZZO FERREIRA,6989
4086,DEPUTADO FEDERAL,MARIA IGNES GOULART,354
4333,DEPUTADO FEDERAL,VANIA REGINA COELHO DA SILVA GOLDENBERG,387
4343,DEPUTADO FEDERAL,CRISTIANO FERREIRA MORAES,16858
4400,DEPUTADO FEDERAL,LUIS FERNANDO THOME MALABARBA,14098
4402,DEPUTADO FEDERAL,ALTAIR ALVES PEREIRA,1409
4404,DEPUTADO FEDERAL,RENATO FRANCISCO TOIGO,551
4407,DEPUTADO FEDERAL,JOÃO ANTÃNIO PEREIRA MACHADO,1150
4410,DEPUTADO FEDERAL,DOUGLAS DOS SANTOS,35538
